id,serviceorder,locatienaam,monsternummer,nummeranalyserapport,rapportdatum,monsternemer,ruimte,tappunt,product,soort,tempvoor,tempna,analyzepakket,datum,tijd,rapportversie,parameter,component,resultaat,eh,startdatumanalyse,starttijdanalyse,omschrijving order,appt nr. 1,appt nr. 2,appt nr. 3,appt nr. 4
170324,SO021703,Noorderkroon (HW),9,5538041,2019-10-09,Giel van de Leest,C.3.20/21 kamer 326 en 327,Thermostatische douchemengkraan badkamer,Drinkwater,Koud water uit tappunt,25.1,17.5,HDSC_3D_KZ,2019-09-30,11:40,1,ANA0001150,Totaal Legionella spp,2200,kve̸l,2019-10-01,09:30,Maandelijkse mon koper/zilverinstallatie 10 mons,C.3.20,21,326,327
170325,SO021703,Noorderkroon (HW),9,5538041,2019-10-09,Giel van de Leest,C.3.20/21 kamer 326 en 327,Thermostatische douchemengkraan badkamer,Drinkwater,Koud water uit tappunt,25.1,17.5,HDSC_3D_KZ,2019-09-30,11:40,1,ANA0001129,Zilver (ICP-MS),40,µg̸l Ag,2019-10-02,11:26,Maandelijkse mon koper/zilverinstallatie 10 mons,C.3.20,21,326,327
170326,SO021703,Noorderkroon (HW),10,5538042,2019-10-08,Giel van de Leest,C.2.12/13 kamer 217 en 218,Thermostatische douchemengkraan badkamer zonder legionellafilter,Drinkwater,Koud water uit tappunt,23.1,18.7,HDSC_3D_KZ,2019-09-30,11:50,1,ANA0001150,Geanalyseerd volume,500,ml,2019-10-01,10:26,Maandelijkse mon koper/zilverinstallatie 10 mons,C.2.12,13,217,218
170327,SO021703,Noorderkroon (HW),10,5538042,2019-10-08,Giel van de Leest,C.2.12/13 kamer 217 en 218,Thermostatische douchemengkraan badkamer zonder legionellafilter,Drinkwater,Koud water uit tappunt,23.1,18.7,HDSC_3D_KZ,2019-09-30,11:50,1,ANA0000572,Koloniegetal 22 °C,54,kve̸ml,2019-10-01,10:19,Maandelijkse mon koper/zilverinstallatie 10 mons,C.2.12,13,217,218
170328,SO021703,Noorderkroon (HW),10,5538042,2019-10-08,Giel van de Leest,C.2.12/13 kamer 217 en 218,Thermostatische douchemengkraan badkamer zonder legionellafilter,Drinkwater,Koud water uit tappunt,23.1,18.7,HDSC_3D_KZ,2019-09-30,11:50,1,ANA0001128,Koper (ICP-MS),790,µg̸l Cu,2019-10-02,11:27,Maandelijkse mon koper/zilverinstallatie 10 mons,C.2.12,13,217,218
170329,SO021703,Noorderkroon (HW),10,5538042,2019-10-08,Giel van de Leest,C.2.12/13 kamer 217 en 218,Thermostatische douchemengkraan badkamer zonder legionellafilter,Drinkwater,Koud water uit tappunt,23.1,18.7,HDSC_3D_KZ,2019-09-30,11:50,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-10-01,10:26,Maandelijkse mon koper/zilverinstallatie 10 mons,C.2.12,13,217,218
170330,SO021703,Noorderkroon (HW),10,5538042,2019-10-08,Giel van de Leest,C.2.12/13 kamer 217 en 218,Thermostatische douchemengkraan badkamer zonder legionellafilter,Drinkwater,Koud water uit tappunt,23.1,18.7,HDSC_3D_KZ,2019-09-30,11:50,1,ANA0001129,Zilver (ICP-MS),21,µg̸l Ag,2019-10-02,11:27,Maandelijkse mon koper/zilverinstallatie 10 mons,C.2.12,13,217,218
162188,SO020680,Nieuwehagen (HW),1,5519444,2019-08-29,Hans Verhagen,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water uit tappunt,21.5,16.6,HDSC_3D_KZ,2019-08-21,10:45,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:09,Maandelijkse mon koper/zilverinstallatie 2 mons ,,,,
162189,SO020680,Nieuwehagen (HW),1,5519444,2019-08-29,Hans Verhagen,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water uit tappunt,21.5,16.6,HDSC_3D_KZ,2019-08-21,10:45,1,ANA0000572,Koloniegetal 22 °C,24,kve̸ml,2019-08-21,17:23,Maandelijkse mon koper/zilverinstallatie 2 mons ,,,,
162190,SO020680,Nieuwehagen (HW),1,5519444,2019-08-29,Hans Verhagen,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water uit tappunt,21.5,16.6,HDSC_3D_KZ,2019-08-21,10:45,1,ANA0001128,Koper (ICP-MS),300,µg̸l Cu,2019-08-22,17:26,Maandelijkse mon koper/zilverinstallatie 2 mons ,,,,
162191,SO020680,Nieuwehagen (HW),1,5519444,2019-08-29,Hans Verhagen,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water uit tappunt,21.5,16.6,HDSC_3D_KZ,2019-08-21,10:45,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-08-22,10:09,Maandelijkse mon koper/zilverinstallatie 2 mons ,,,,
162192,SO020680,Nieuwehagen (HW),1,5519444,2019-08-29,Hans Verhagen,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water uit tappunt,21.5,16.6,HDSC_3D_KZ,2019-08-21,10:45,1,ANA0001129,Zilver (ICP-MS),63,µg̸l Ag,2019-08-22,17:26,Maandelijkse mon koper/zilverinstallatie 2 mons ,,,,
162193,SO020680,Nieuwehagen (HW),2,5519445,2019-08-29,Hans Verhagen,Verpleegkamers 1.52 en 1.53,Douchemengkraan zonder kop en slang,Drinkwater,Koud water uit tappunt,22.5,19.9,HDSC_3D_KZ,2019-08-21,10:55,1,ANA0001154,Legionella non-pneumophila,100,kve̸l,2019-08-29,14:22,Maandelijkse mon koper/zilverinstallatie 2 mons ,1.52,1.53,,
162194,SO020680,Nieuwehagen (HW),2,5519445,2019-08-29,Hans Verhagen,Verpleegkamers 1.52 en 1.53,Douchemengkraan zonder kop en slang,Drinkwater,Koud water uit tappunt,22.5,19.9,HDSC_3D_KZ,2019-08-21,10:55,1,ANA0001154,Legionella pneumophila,<100,kve̸l,2019-08-29,14:22,Maandelijkse mon koper/zilverinstallatie 2 mons ,1.52,1.53,,
162195,SO020680,Nieuwehagen (HW),2,5519445,2019-08-29,Hans Verhagen,Verpleegkamers 1.52 en 1.53,Douchemengkraan zonder kop en slang,Drinkwater,Koud water uit tappunt,22.5,19.9,HDSC_3D_KZ,2019-08-21,10:55,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,09:26,Maandelijkse mon koper/zilverinstallatie 2 mons ,1.52,1.53,,
162196,SO020680,Nieuwehagen (HW),2,5519445,2019-08-29,Hans Verhagen,Verpleegkamers 1.52 en 1.53,Douchemengkraan zonder kop en slang,Drinkwater,Koud water uit tappunt,22.5,19.9,HDSC_3D_KZ,2019-08-21,10:55,1,ANA0000572,Koloniegetal 22 °C,980,kve̸ml,2019-08-21,17:24,Maandelijkse mon koper/zilverinstallatie 2 mons ,1.52,1.53,,
162197,SO020680,Nieuwehagen (HW),2,5519445,2019-08-29,Hans Verhagen,Verpleegkamers 1.52 en 1.53,Douchemengkraan zonder kop en slang,Drinkwater,Koud water uit tappunt,22.5,19.9,HDSC_3D_KZ,2019-08-21,10:55,1,ANA0001128,Koper (ICP-MS),670,µg̸l Cu,2019-08-22,17:16,Maandelijkse mon koper/zilverinstallatie 2 mons ,1.52,1.53,,
162198,SO020680,Nieuwehagen (HW),2,5519445,2019-08-29,Hans Verhagen,Verpleegkamers 1.52 en 1.53,Douchemengkraan zonder kop en slang,Drinkwater,Koud water uit tappunt,22.5,19.9,HDSC_3D_KZ,2019-08-21,10:55,1,ANA0001150,Totaal Legionella spp,100,kve̸l,2019-08-22,09:26,Maandelijkse mon koper/zilverinstallatie 2 mons ,1.52,1.53,,
162199,SO020680,Nieuwehagen (HW),2,5519445,2019-08-29,Hans Verhagen,Verpleegkamers 1.52 en 1.53,Douchemengkraan zonder kop en slang,Drinkwater,Koud water uit tappunt,22.5,19.9,HDSC_3D_KZ,2019-08-21,10:55,1,ANA0001129,Zilver (ICP-MS),46,µg̸l Ag,2019-08-22,17:16,Maandelijkse mon koper/zilverinstallatie 2 mons ,1.52,1.53,,
162390,SO020676,Noorderkroon (HW),1,5519507,2019-08-29,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water uit tappunt,20.0,19.0,HDSC_3D_KZ,2019-08-21,11:00,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:10,Maandelijkse mon koper/zilver 8 mon + 1 hol,,,,
162391,SO020676,Noorderkroon (HW),1,5519507,2019-08-29,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water uit tappunt,20.0,19.0,HDSC_3D_KZ,2019-08-21,11:00,1,ANA0000572,Koloniegetal 22 °C,18,kve̸ml,2019-08-21,17:21,Maandelijkse mon koper/zilver 8 mon + 1 hol,,,,
162392,SO020676,Noorderkroon (HW),1,5519507,2019-08-29,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water uit tappunt,20.0,19.0,HDSC_3D_KZ,2019-08-21,11:00,1,ANA0001128,Koper (ICP-MS),41,µg̸l Cu,2019-08-22,17:46,Maandelijkse mon koper/zilver 8 mon + 1 hol,,,,
162393,SO020676,Noorderkroon (HW),1,5519507,2019-08-29,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water uit tappunt,20.0,19.0,HDSC_3D_KZ,2019-08-21,11:00,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-08-22,10:10,Maandelijkse mon koper/zilver 8 mon + 1 hol,,,,
162394,SO020676,Noorderkroon (HW),1,5519507,2019-08-29,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water uit tappunt,20.0,19.0,HDSC_3D_KZ,2019-08-21,11:00,1,ANA0001129,Zilver (ICP-MS),<1,µg̸l Ag,2019-08-22,17:46,Maandelijkse mon koper/zilver 8 mon + 1 hol,,,,
162395,SO020676,Noorderkroon (HW),2,5519508,2019-08-29,Hans Verhagen,Appartement 20 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,18.5,HDSC_3D_KZ,2019-08-21,12:40,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,20,,,
162396,SO020676,Noorderkroon (HW),2,5519508,2019-08-29,Hans Verhagen,Appartement 20 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,18.5,HDSC_3D_KZ,2019-08-21,12:40,1,ANA0000572,Koloniegetal 22 °C,4,kve̸ml,2019-08-21,17:23,Maandelijkse mon koper/zilver 8 mon + 1 hol,20,,,
162397,SO020676,Noorderkroon (HW),2,5519508,2019-08-29,Hans Verhagen,Appartement 20 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,18.5,HDSC_3D_KZ,2019-08-21,12:40,1,ANA0001128,Koper (ICP-MS),640,µg̸l Cu,2019-08-22,18:06,Maandelijkse mon koper/zilver 8 mon + 1 hol,20,,,
162398,SO020676,Noorderkroon (HW),2,5519508,2019-08-29,Hans Verhagen,Appartement 20 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,18.5,HDSC_3D_KZ,2019-08-21,12:40,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,20,,,
162399,SO020676,Noorderkroon (HW),2,5519508,2019-08-29,Hans Verhagen,Appartement 20 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,18.5,HDSC_3D_KZ,2019-08-21,12:40,1,ANA0001129,Zilver (ICP-MS),39,µg̸l Ag,2019-08-22,18:06,Maandelijkse mon koper/zilver 8 mon + 1 hol,20,,,
162400,SO020676,Noorderkroon (HW),3,5519509,2019-08-29,Hans Verhagen,A.3.08 appartement 305 derde etage,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,22.0,21.0,HDSC_3D_KZ,2019-08-21,11:05,1,ANA0001154,Legionella non-pneumophila,300,kve̸l,2019-08-29,14:03,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.3.08,305,,
162401,SO020676,Noorderkroon (HW),3,5519509,2019-08-29,Hans Verhagen,A.3.08 appartement 305 derde etage,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,22.0,21.0,HDSC_3D_KZ,2019-08-21,11:05,1,ANA0001154,Legionella pneumophila,<100,kve̸l,2019-08-29,14:03,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.3.08,305,,
162402,SO020676,Noorderkroon (HW),3,5519509,2019-08-29,Hans Verhagen,A.3.08 appartement 305 derde etage,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,22.0,21.0,HDSC_3D_KZ,2019-08-21,11:05,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.3.08,305,,
162403,SO020676,Noorderkroon (HW),3,5519509,2019-08-29,Hans Verhagen,A.3.08 appartement 305 derde etage,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,22.0,21.0,HDSC_3D_KZ,2019-08-21,11:05,1,ANA0000572,Koloniegetal 22 °C,1,kve̸ml,2019-08-21,17:21,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.3.08,305,,
162404,SO020676,Noorderkroon (HW),3,5519509,2019-08-29,Hans Verhagen,A.3.08 appartement 305 derde etage,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,22.0,21.0,HDSC_3D_KZ,2019-08-21,11:05,1,ANA0001128,Koper (ICP-MS),770,µg̸l Cu,2019-08-22,17:22,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.3.08,305,,
162405,SO020676,Noorderkroon (HW),3,5519509,2019-08-29,Hans Verhagen,A.3.08 appartement 305 derde etage,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,22.0,21.0,HDSC_3D_KZ,2019-08-21,11:05,1,ANA0001150,Totaal Legionella spp,300,kve̸l,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.3.08,305,,
162406,SO020676,Noorderkroon (HW),3,5519509,2019-08-29,Hans Verhagen,A.3.08 appartement 305 derde etage,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,22.0,21.0,HDSC_3D_KZ,2019-08-21,11:05,1,ANA0001129,Zilver (ICP-MS),52,µg̸l Ag,2019-08-22,17:22,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.3.08,305,,
162407,SO020676,Noorderkroon (HW),5,5519510,2019-08-29,Hans Verhagen,Appartement 30 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,19.1,HDSC_3D_KZ,2019-08-21,12:30,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:13,Maandelijkse mon koper/zilver 8 mon + 1 hol,30,,,
162408,SO020676,Noorderkroon (HW),5,5519510,2019-08-29,Hans Verhagen,Appartement 30 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,19.1,HDSC_3D_KZ,2019-08-21,12:30,1,ANA0000572,Koloniegetal 22 °C,10,kve̸ml,2019-08-21,17:23,Maandelijkse mon koper/zilver 8 mon + 1 hol,30,,,
162409,SO020676,Noorderkroon (HW),5,5519510,2019-08-29,Hans Verhagen,Appartement 30 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,19.1,HDSC_3D_KZ,2019-08-21,12:30,1,ANA0001128,Koper (ICP-MS),470,µg̸l Cu,2019-08-22,17:29,Maandelijkse mon koper/zilver 8 mon + 1 hol,30,,,
162410,SO020676,Noorderkroon (HW),5,5519510,2019-08-29,Hans Verhagen,Appartement 30 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,19.1,HDSC_3D_KZ,2019-08-21,12:30,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-08-22,10:13,Maandelijkse mon koper/zilver 8 mon + 1 hol,30,,,
162411,SO020676,Noorderkroon (HW),5,5519510,2019-08-29,Hans Verhagen,Appartement 30 PG,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,19.1,HDSC_3D_KZ,2019-08-21,12:30,1,ANA0001129,Zilver (ICP-MS),36,µg̸l Ag,2019-08-22,17:29,Maandelijkse mon koper/zilver 8 mon + 1 hol,30,,,
162412,SO020676,Noorderkroon (HW),6,5519511,2019-08-29,Hans Verhagen,A.1.18/19 kamer 113 en 114 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:15,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.18,19,113,114
162413,SO020676,Noorderkroon (HW),6,5519511,2019-08-29,Hans Verhagen,A.1.18/19 kamer 113 en 114 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:15,1,ANA0000572,Koloniegetal 22 °C,5,kve̸ml,2019-08-21,17:24,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.18,19,113,114
162414,SO020676,Noorderkroon (HW),6,5519511,2019-08-29,Hans Verhagen,A.1.18/19 kamer 113 en 114 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:15,1,ANA0001128,Koper (ICP-MS),610,µg̸l Cu,2019-08-22,17:20,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.18,19,113,114
162415,SO020676,Noorderkroon (HW),6,5519511,2019-08-29,Hans Verhagen,A.1.18/19 kamer 113 en 114 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:15,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.18,19,113,114
162416,SO020676,Noorderkroon (HW),6,5519511,2019-08-29,Hans Verhagen,A.1.18/19 kamer 113 en 114 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:15,1,ANA0001129,Zilver (ICP-MS),45,µg̸l Ag,2019-08-22,17:20,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.18,19,113,114
162417,SO020676,Noorderkroon (HW),7,5519512,2019-08-29,Hans Verhagen,A.1.22/23 kamer 117 en 118 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,18.9,HDSC_3D_KZ,2019-08-21,12:20,1,ANA0001154,Legionella non-pneumophila,500,kve̸l,2019-08-29,14:34,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.22,23,117,118
162418,SO020676,Noorderkroon (HW),7,5519512,2019-08-29,Hans Verhagen,A.1.22/23 kamer 117 en 118 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,18.9,HDSC_3D_KZ,2019-08-21,12:20,1,ANA0001154,Legionella pneumophila,<100,kve̸l,2019-08-29,14:34,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.22,23,117,118
162419,SO020676,Noorderkroon (HW),7,5519512,2019-08-29,Hans Verhagen,A.1.22/23 kamer 117 en 118 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,18.9,HDSC_3D_KZ,2019-08-21,12:20,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.22,23,117,118
162420,SO020676,Noorderkroon (HW),7,5519512,2019-08-29,Hans Verhagen,A.1.22/23 kamer 117 en 118 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,18.9,HDSC_3D_KZ,2019-08-21,12:20,1,ANA0000572,Koloniegetal 22 °C,2,kve̸ml,2019-08-21,17:23,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.22,23,117,118
162421,SO020676,Noorderkroon (HW),7,5519512,2019-08-29,Hans Verhagen,A.1.22/23 kamer 117 en 118 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,18.9,HDSC_3D_KZ,2019-08-21,12:20,1,ANA0001128,Koper (ICP-MS),590,µg̸l Cu,2019-08-22,17:23,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.22,23,117,118
162422,SO020676,Noorderkroon (HW),7,5519512,2019-08-29,Hans Verhagen,A.1.22/23 kamer 117 en 118 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,18.9,HDSC_3D_KZ,2019-08-21,12:20,1,ANA0001150,Totaal Legionella spp,500,kve̸l,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.22,23,117,118
162423,SO020676,Noorderkroon (HW),7,5519512,2019-08-29,Hans Verhagen,A.1.22/23 kamer 117 en 118 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,18.9,HDSC_3D_KZ,2019-08-21,12:20,1,ANA0001129,Zilver (ICP-MS),38,µg̸l Ag,2019-08-22,17:23,Maandelijkse mon koper/zilver 8 mon + 1 hol,A.1.22,23,117,118
162424,SO020676,Noorderkroon (HW),8,5519513,2019-08-29,Hans Verhagen,C.3.20/21 kamer 326 en 327 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,21.0,HDSC_3D_KZ,2019-08-21,11:10,1,ANA0001154,Legionella non-pneumophila,200,kve̸l,2019-08-29,14:05,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.3.20,21,326,327
162425,SO020676,Noorderkroon (HW),8,5519513,2019-08-29,Hans Verhagen,C.3.20/21 kamer 326 en 327 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,21.0,HDSC_3D_KZ,2019-08-21,11:10,1,ANA0001154,Legionella pneumophila,<100,kve̸l,2019-08-29,14:05,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.3.20,21,326,327
162426,SO020676,Noorderkroon (HW),8,5519513,2019-08-29,Hans Verhagen,C.3.20/21 kamer 326 en 327 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,21.0,HDSC_3D_KZ,2019-08-21,11:10,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:10,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.3.20,21,326,327
162427,SO020676,Noorderkroon (HW),8,5519513,2019-08-29,Hans Verhagen,C.3.20/21 kamer 326 en 327 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,21.0,HDSC_3D_KZ,2019-08-21,11:10,1,ANA0000572,Koloniegetal 22 °C,190,kve̸ml,2019-08-21,17:24,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.3.20,21,326,327
162428,SO020676,Noorderkroon (HW),8,5519513,2019-08-29,Hans Verhagen,C.3.20/21 kamer 326 en 327 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,21.0,HDSC_3D_KZ,2019-08-21,11:10,1,ANA0001128,Koper (ICP-MS),670,µg̸l Cu,2019-08-22,17:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.3.20,21,326,327
162429,SO020676,Noorderkroon (HW),8,5519513,2019-08-29,Hans Verhagen,C.3.20/21 kamer 326 en 327 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,21.0,HDSC_3D_KZ,2019-08-21,11:10,1,ANA0001150,Totaal Legionella spp,200,kve̸l,2019-08-22,10:10,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.3.20,21,326,327
162430,SO020676,Noorderkroon (HW),8,5519513,2019-08-29,Hans Verhagen,C.3.20/21 kamer 326 en 327 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,24.0,21.0,HDSC_3D_KZ,2019-08-21,11:10,1,ANA0001129,Zilver (ICP-MS),26,µg̸l Ag,2019-08-22,17:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.3.20,21,326,327
162431,SO020676,Noorderkroon (HW),9,5519514,2019-08-29,Hans Verhagen,C.2.12/13 kamer 217 en 218 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:10,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.2.12,13,217,218
162432,SO020676,Noorderkroon (HW),9,5519514,2019-08-29,Hans Verhagen,C.2.12/13 kamer 217 en 218 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:10,1,ANA0000572,Koloniegetal 22 °C,51,kve̸ml,2019-08-21,17:24,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.2.12,13,217,218
162433,SO020676,Noorderkroon (HW),9,5519514,2019-08-29,Hans Verhagen,C.2.12/13 kamer 217 en 218 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:10,1,ANA0001128,Koper (ICP-MS),430,µg̸l Cu,2019-08-22,17:43,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.2.12,13,217,218
162434,SO020676,Noorderkroon (HW),9,5519514,2019-08-29,Hans Verhagen,C.2.12/13 kamer 217 en 218 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:10,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-08-22,10:12,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.2.12,13,217,218
162435,SO020676,Noorderkroon (HW),9,5519514,2019-08-29,Hans Verhagen,C.2.12/13 kamer 217 en 218 badkamer,Douchemengkraan zonder douchekop en slang,Drinkwater,Koud water uit tappunt,23.0,21.0,HDSC_3D_KZ,2019-08-21,12:10,1,ANA0001129,Zilver (ICP-MS),49,µg̸l Ag,2019-08-22,17:43,Maandelijkse mon koper/zilver 8 mon + 1 hol,C.2.12,13,217,218
160715,SO020509,Nieuwehagen (HW),1,5515661,2019-08-20,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Therm. douchemengkraan zonder doucheslang,Drinkwater,Koud water tot tappunt,24.3,22.1,HDSC_11,2019-08-12,11:55,1,ANA0001150,Geanalyseerd volume,500,ml,2019-08-13,08:22,Extra mon 1 monster,1.52,1.53,,
160716,SO020509,Nieuwehagen (HW),1,5515661,2019-08-20,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Therm. douchemengkraan zonder doucheslang,Drinkwater,Koud water tot tappunt,24.3,22.1,HDSC_11,2019-08-12,11:55,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-08-13,08:22,Extra mon 1 monster,1.52,1.53,,
